,train_loss,valid_loss
0,2410.580992602623,5092.639452891424
1,1081.9538859285155,7218.735892843455
2,1163.6248577933777,2476.5918681286275
3,813.4476287887999,2432.2944512218237
4,687.6414059724054,2199.2119831331074
5,539.1806832661571,2299.1421289285645
6,410.29476166415,2137.2412900580093
7,355.200178228544,1379.8054303890094
8,386.95281107912285,1142.4333193167113
9,322.53584496939374,1075.6589411012828
10,264.1569109660972,692.928119461285
11,155.95569446545494,955.1374838924967
12,174.7868341336293,155.38839889556402
13,87.77619601106721,805.702137183398
14,299.08661896023824,4197.234713807702
15,130.02598281966587,4554.390435684472
16,563.8609989244352,358.97627670143265
17,336.3879498285573,494.2146099745296
18,255.1233219915438,680.3239964416716
19,272.0688513190296,577.2889648843557
20,241.263544754407,498.96518677915446
21,220.5811342155687,445.91751532570925
22,209.1779899417073,433.3533539721975
23,206.3400883201134,422.7621326606022
24,204.14847965054773,413.82486392499413
25,202.2770379502531,412.89952424610965
26,202.08578021886112,411.96561850362923
27,201.89358309042348,411.0272788715083
28,201.69380770573457,410.9310981305316
29,201.6749840800421,410.83258185198065
30,201.6556651374924,410.73205282876734
31,201.6358969673289,410.62947295140475
32,201.61568815019075,410.52494767832104
33,201.59505513063397,410.4186103042448
34,201.57402968008964,410.3108872137964
35,201.55268116329714,410.20150918816216
36,201.53099064917032,410.0906855092617
37,201.5089675427523,409.9787682094611
38,201.48666536164964,409.8656351395184
39,201.46409153175745,409.75158253707923
40,201.44128506566776,409.63642703497317
41,201.4182225821337,409.52051120984834
42,201.39497959434308,409.4037567990599
43,201.37153207378273,409.2863866824191
44,201.34795201746147,409.16839321609586
45,201.32420270358148,409.04979022976477
46,201.30032120010353,408.9308018294396
47,201.27633756006136,408.81147662957665
48,201.25223256397007,408.6917800223455
49,201.22804369091108,408.57170541316736
50,201.20373715510036,408.4513951437548
51,201.17934352778258,408.3308041013079
52,201.15487025788954,408.2099279667018
53,201.13031616356537,408.0888095772825
54,201.10569976596133,407.9677740014158
55,201.0810636901853,407.84668321651407
56,201.05639186799803,407.72549642890226
57,201.03168793210136,407.60426061809994
58,201.006966224416,407.48305363801774
59,200.9822329662315,407.36194697977044
60,200.95750202790495,407.2409029426053
61,200.9327606981854,407.11992316145916
62,200.90802230932007,406.99890795501415
