,train_loss,valid_loss
0,2891.162550527464,2074.5167056157566
1,706.6982426726233,2902.7512159347534
2,484.6411049607311,2850.9720247046403
3,481.6572876469051,2406.0335097356387
4,767.5683984095251,1523.0518884292494
5,503.9532630264437,1015.4130187900737
6,360.7200188655916,738.6881026828972
7,284.9856202864249,586.6032456609731
8,244.1078811103281,479.73591979732737
9,211.5093013014668,399.9450866682455
10,183.22836235622555,337.60912380103645
11,158.91253493567652,288.3233809982582
12,138.28597871619385,249.88815675598258
13,121.47196579063029,220.7380067652557
14,108.15373864216185,198.81143763219006
15,97.6607025636877,182.21043186758956
16,89.26229378831138,170.28211642976385
17,82.74812660225071,160.44713017406562
18,77.4907510356936,151.7169320259709
19,73.04004472055868,144.23875847326903
20,69.37350538421865,137.3814979819193
21,66.23870564037303,131.06995279275966
22,63.505905173013524,125.03652592849296
23,61.10504108301717,119.71423699101433
24,58.94964061230942,114.84065789721596
25,56.98170270409857,110.06130148792484
26,55.13916885267827,105.49654793760662
27,53.43696607788304,101.02695163806978
28,51.830575508189426,96.72092063627981
29,50.30471246130376,93.03269408330864
30,48.94258951113385,89.69508385916318
31,47.65743321395827,86.43678451818414
32,46.37570458547818,82.93832157647314
33,45.10282934861377,79.38534302202363
34,43.90499826944661,76.02956635132432
35,42.76773672198847,72.89215272379806
36,41.63756628118196,70.41324939062663
37,40.64384289823813,68.04197615705198
38,39.69128306161717,65.93976921301025
39,38.84227936156128,63.96114647574723
40,38.01812133330502,62.19034085073508
41,37.15878413208164,60.59373111147821
42,36.39025353495651,59.13367526706619
43,35.679532237959606,57.78354522807058
44,34.98556854981157,56.47000664105872
45,34.31750011573233,55.259276643337216
46,33.68463251879237,54.17197018636701
47,33.09784722779765,53.25054805504624
48,32.54340115452544,52.408737569310084
49,31.988210408746788,51.529524087052174
50,31.43717908831378,50.68208620823376
51,30.915081206547885,49.9471557715248
52,30.4186333624201,49.24723936770655
53,29.941547414126287,48.55697977067515
54,29.481869464641438,47.826887427460555
55,29.04292111055485,47.00406514597125
56,28.63180427283716,46.10754943677845
57,28.257967898862027,45.10726097588971
58,27.90502081709361,44.0764803486915
59,27.57078990486749,42.983100967792176
60,27.24970070193457,41.90574948041467
61,26.943511796180257,40.92879381981523
62,26.64706077298624,39.96800923862611
63,26.337010185434824,38.98504108508738
64,26.037308716550474,38.16870424115526
65,25.744420824523097,37.39452006858968
66,25.456344859218365,36.646538809591824
67,25.15337107460278,35.93632436945336
68,24.869707779051854,35.346782473439816
69,24.592274015322992,34.74632249690088
70,24.328273123843363,34.30229944147868
71,24.073007517810407,33.81717010459397
72,23.821453799201716,33.48261252745093
73,23.56028150334935,33.16374291684284
74,23.33735364962842,33.291734150610864
75,23.130864166632115,33.87685051332422
76,22.986381187027256,38.00041075555297
77,23.80102318823989,34.626758767524734
78,23.060771840394057,32.763781785741834
79,22.716912177306703,32.20906813226369
80,22.570599726382106,31.961194531361496
81,22.48377317673827,31.77984263349208
82,22.41535553078906,31.616969639639137
83,22.353003992342636,31.45979521124779
84,22.291484823329707,31.30968587498258
85,22.228276847532634,31.16318985906158
86,22.164148537233174,31.025600584883552
87,22.102009231348564,30.892408569178468
88,22.039881140241555,30.75950145246073
89,21.981156945674282,30.635242550236097
90,21.92230415101776,30.51090209137571
91,21.864113959476168,30.392583149000227
92,21.804829354981685,30.273981812448863
93,21.74779606582773,30.159773386316374
94,21.6925080239779,30.044748907530447
95,21.639545285370673,29.934848016671214
96,21.5874488345578,29.828267448213108
97,21.534915979583356,29.724113852833398
98,21.48404375798065,29.6199242156387
99,21.434100244898165,29.512959827940602
100,21.385966693024216,29.414104681054596
101,21.34039638546334,29.31431119249707
102,21.29552396095759,29.21336146267519
103,21.251593459892103,29.117429429946544
104,21.207816468501257,29.02255104557844
105,21.166686413768524,28.931543349065276
106,21.12555357827681,28.840861577142885
107,21.084915166888024,28.75019143989387
108,21.045808963521267,28.664398815017194
109,21.007273827619446,28.58513050691302
110,20.967434914685104,28.498757974875236
111,20.928533307852764,28.41781359151355
112,20.889275160323486,28.334435478619223
113,20.850701697623645,28.253992674387217
114,20.812637368193627,28.17694995777371
115,20.773552707205255,28.098788774261873
116,20.73571388244937,28.021930055130117
117,20.69758855256214,27.94693494894697
118,20.65944468733743,27.869759977445938
119,20.62155508373826,27.795572423385845
120,20.583840565432435,27.722157815131748
121,20.54542093201188,27.64636275631104
122,20.507281657764707,27.574343494944817
123,20.46947726691126,27.50489755900344
124,20.431262713620708,27.434825131543523
125,20.394083611580783,27.365618969808565
126,20.356734480485155,27.298378337873146
127,20.31910325322455,27.2277936838024
128,20.280899846557563,27.16040448625184
129,20.243559317545024,27.09466659556104
130,20.206268933859,27.030623702507
131,20.168150686175032,26.964103887332993
132,20.130563831275808,26.898307677154662
133,20.09287924275036,26.83404630590424
134,20.055236982354202,26.771009034118226
135,20.017108677584943,26.707209783043556
136,19.979163139965838,26.64470099954633
137,19.94167652290819,26.58311675945879
138,19.90442923160652,26.52309614611052
139,19.86608272399826,26.460536790196784
140,19.828090000380836,26.399536641101196
141,19.79039380749593,26.339447235242307
142,19.752477167940718,26.279975843606127
143,19.71511716640611,26.22230917644144
144,19.677616624728117,26.166152504098136
145,19.63953792503396,26.107204815295216
146,19.601711970207408,26.049591689836234
147,19.56423803724915,25.993016616237583
148,19.52669242548388,25.937158936925698
149,19.488902862209613,25.882415793603286
150,19.451172885725676,25.82766848713315
151,19.413478296165604,25.771688297662575
152,19.37604950306101,25.71728705717639
153,19.338242802581753,25.66298593166478
154,19.300462897116315,25.608812789122265
155,19.262553260219846,25.55535145267883
156,19.225197312236812,25.499981303447083
157,19.187762440240043,25.445617896407686
158,19.150003450928953,25.390856217146695
159,19.112167426475267,25.335886627833435
160,19.074375509683065,25.281671431963332
161,19.036763148800727,25.22749642143026
162,18.99891222981376,25.172645433980506
163,18.961531915519704,25.118438377588365
164,18.923926059401804,25.064494221665274
165,18.88625497836571,25.01042453382979
166,18.848242123972998,24.95789601058156
167,18.81012809247324,24.90487674291944
168,18.77256865896381,24.851642113295384
169,18.734561878993947,24.80012504561455
170,18.696357663180336,24.747191689045092
171,18.658511910802336,24.696461774253596
172,18.62039886453065,24.644353875977686
173,18.58227448572926,24.591809535069235
174,18.54434616406601,24.53890790808752
175,18.506114264803692,24.486128336158192
176,18.467843205168386,24.433697507968947
177,18.429484636892624,24.381161030149087
178,18.390814294508257,24.32897131376861
179,18.35234957834261,24.277827472028246
180,18.314000026794595,24.227475149780123
181,18.2757160545663,24.17762341114576
182,18.23704559445553,24.12826534868024
183,18.19893861434571,24.079303502774565
184,18.160585460089703,24.030748284179328
185,18.122277324342594,23.98268339050507
186,18.082839243692757,23.93360393079153
187,18.045545224452347,23.884673369388718
188,18.007269563756783,23.83360740930463
189,17.968496999231355,23.782857129185384
190,17.929937516788208,23.734143072845956
191,17.89096336212756,23.682858279692784
192,17.852122721951627,23.634069323782267
