time (s),T1 (K),P1 (Bar),V1 (m3),YPOME,YCO2,YO2,Y_CO,Y_H2O,Y_OH,Y_H2O2
0.0788000000000002,1660.981657034784,2158616.8856291906,1.0,-5.511491200741143e-51,0.05921138595456002,0.00011218406027535802,0.00014823398994379128,0.032399282934991724,1.3306978047040267e-05,2.707479193009306e-09
0.07900000000000021,1660.9970838798506,2158635.152633172,1.0,6.227290785765213e-51,0.0592131648923425,0.0001113260924579502,0.00014710177039459262,0.03239960771340899,1.3226149940152154e-05,2.674305612486599e-09
0.07920000000000021,1661.0121491357258,2158652.991424147,1.0,-7.986799020098383e-51,0.05921490204671859,0.00011048814421163115,0.000145996144258455,0.032399924959742164,1.31472608634353e-05,2.642128849813537e-09
0.07940000000000022,1661.0268663302318,2158670.4180236743,1.0,6.572572628131244e-51,0.05921659898694917,0.00010966946667807811,0.00014491611271917542,0.032400234952299545,1.3070239402930753e-05,2.61090524801886e-09
0.07960000000000023,1661.0412482962702,2158687.4476304445,1.0,-6.53751799473148e-51,0.05921825720157061,0.00010886934944659073,0.00014386072844013674,0.03240053795495313,1.2995017941795456e-05,2.580593898788218e-09
0.07980000000000023,1661.0553072127793,2158704.094668329,1.0,7.08851649001699e-51,0.05921987810281036,0.00010808711837591969,0.00014282909253302315,0.03240083421862033,1.292153200426093e-05,2.5511559410332377e-09
0.08000000000000024,1661.0690546517872,2158720.3728426704,1.0,-3.5635737676817125e-51,0.059221463032284004,0.0001073221329015662,0.00014182035119829844,0.03240112398152906,1.284972051899874e-05,2.522554991092964e-09
0.08020000000000024,1661.0825016110082,2158736.295178204,1.0,4.049653798681718e-51,0.05922301326489322,0.0001065737842988321,0.00014083369290985526,0.03240140747057524,1.277952507762108e-05,2.494756291429831e-09
0.08040000000000025,1661.0956585568435,2158751.8740708227,1.0,-6.89877898589623e-51,0.05922453001330835,0.00010584149327356837,0.00013986834597266861,0.03240168490151683,1.2710890346656407e-05,2.4677273889703854e-09
0.08060000000000025,1661.1085354490674,2158767.12131593,1.0,-2.0352611206391052e-51,0.059226014432161064,0.00010512470851815908,0.00013892357540271476,0.03240195647989827,1.2643763377461666e-05,2.4414371738498816e-09
